symbol,setup,status,open_date,close_date,entry,exit_day_close,realized_r,exact_exit,inferred_shares,inferred_planned_stop_price,inferred_planned_stop_atr,inferred_planned_stop_pct,grade,atr14_entry,atr_pct,entry_price_matches_fmp,available_sessions_after_exit,available_sessions_from_entry,post_20d_max_gain_from_entry,post_20d_max_gain_from_exit_close,post_20d_max_drawdown_from_exit_close,asof_market_date,asof_close,asof_gain_from_entry,asof_gain_from_exact_exit,max_gain_from_entry_through_asof,reached_2atr_after_exit,reached_5pct_after_exit,reached_10pct_after_exit,structure_stop_pct,hard_1atr_stopped_before_2atr,close_1atr_stopped_before_2atr,hard_1atr_20d_r,close_1atr_20d_r,hard_1.5atr_stopped_before_2atr,close_1.5atr_stopped_before_2atr,hard_1.5atr_20d_r,close_1.5atr_20d_r,hard_2atr_stopped_before_2atr,close_2atr_stopped_before_2atr,hard_2atr_20d_r,close_2atr_20d_r,hard_2.5atr_stopped_before_2atr,close_2.5atr_stopped_before_2atr,hard_2.5atr_20d_r,close_2.5atr_20d_r,hard_3atr_stopped_before_2atr,close_3atr_stopped_before_2atr,hard_3atr_20d_r,close_3atr_20d_r,structure_stopped_before_2atr,two_closes_below_sma20_before_2atr,entry_reclaim_date,entry_reclaim_price,entry_reclaim_gain_10d,entry_reclaim_drawdown_10d,entry_reclaim_success,entry_reclaim_forward_sessions,entry_reclaim_strength_date,entry_reclaim_strength_price,entry_reclaim_strength_gain_10d,entry_reclaim_strength_drawdown_10d,entry_reclaim_strength_success,entry_reclaim_strength_forward_sessions,sma10_reclaim_strength_date,sma10_reclaim_strength_price,sma10_reclaim_strength_gain_10d,sma10_reclaim_strength_drawdown_10d,sma10_reclaim_strength_success,sma10_reclaim_strength_forward_sessions,sma20_reclaim_date,sma20_reclaim_price,sma20_reclaim_gain_10d,sma20_reclaim_drawdown_10d,sma20_reclaim_success,sma20_reclaim_forward_sessions,sma20_reclaim_strength_date,sma20_reclaim_strength_price,sma20_reclaim_strength_gain_10d,sma20_reclaim_strength_drawdown_10d,sma20_reclaim_strength_success,sma20_reclaim_strength_forward_sessions,exit_low_undercut_reclaim_date,exit_low_undercut_reclaim_price,exit_low_undercut_reclaim_gain_10d,exit_low_undercut_reclaim_drawdown_10d,exit_low_undercut_reclaim_success,exit_low_undercut_reclaim_forward_sessions,exit_high_break_date,exit_high_break_price,exit_high_break_gain_10d,exit_high_break_drawdown_10d,exit_high_break_success,exit_high_break_forward_sessions,fresh_5d_high_date,fresh_5d_high_price,fresh_5d_high_gain_10d,fresh_5d_high_drawdown_10d,fresh_5d_high_success,fresh_5d_high_forward_sessions
SNOW,CANSLIM,BREAKEVEN,2026-07-01,2026-07-01,259.78,261.19,0.00624,260.04,5.999999999998899,218.11333333332567,3.2037199765676636,-0.16039212667131542,F,13.00571428571429,0.050064340155956163,True,27,27,0.14800985449226278,0.1418124736781654,-0.031356483785749845,2026-08-10,334.7,0.28839787512510595,0.28710967543454835,0.31072445915774893,True,True,True,-0.17534617203567848,False,False,2.946397188049209,2.946397188049209,False,False,1.9642647920328087,1.9642647920328087,False,False,1.473198594024606,1.473198594024606,False,False,1.1785588752196845,1.1785588752196845,False,False,0.9821323960164043,0.9821323960164043,False,False,,,,,,0,,,,,,0,2026-07-27,272.92,0.24761834969954566,-0.070826615858127,False,10,,,,,,0,,,,,,0,2026-07-02,260.15,0.07318854507015193,-0.027484143763213398,,10,2026-07-09,267.49,0.04486149014916441,-0.03420688623873802,,10,2026-07-14,275.94,0.012865115604841604,-0.08099586866710151,False,10
UPST,CANSLIM,LOSS,2026-06-29,2026-07-08,35.01921568627451,31.81,-0.9912857142857142,33.66,255.25750144258507,33.648051281616546,0.5841844694221363,-0.03915462918820808,A,2.3471428571428583,0.06702442676529737,True,23,29,-0.009401001131031705,0.09053756680289204,-0.1861049984281672,2026-08-10,30.21,-0.13733076518214082,-0.10249554367201419,-0.009401001131031705,False,False,False,-0.14580570411122817,True,True,-1.0,-1.3672860501473867,True,True,-1.0,-1.0109356787957609,True,True,-1.0,-1.1736004200828218,True,True,-1.0,-1.0564701108684482,True,True,-1.0,-1.0550722216255126,True,True,,,,,,0,,,,,,0,2026-08-03,29.43,0.1787291879034998,-0.00849473326537542,True,5,2026-07-09,33.23,0.04393620222690342,-0.18958772193800777,False,10,2026-07-09,33.23,0.04393620222690342,-0.18958772193800777,False,10,,,,,,0,2026-07-09,33.23,0.04393620222690342,-0.18958772193800777,False,10,2026-08-04,30.32,0.1441292875989446,-0.03759894459102908,,4
HOOD,CANSLIM,WIN,2026-06-26,2026-07-08,104.62115789473684,113.53,3.6440112994350278,111.41,95.00736502620398,102.75814443308383,0.25500770886920443,-0.017807234207132958,A,7.305714285714285,0.06983017998199591,False,23,30,0.14154729696418467,0.05196864264952006,-0.2629260988285034,2026-08-10,94.52,-0.0965498575813889,-0.15160219010860787,0.14154729696418467,True,True,True,-0.13044767177874994,False,False,-1.0,-1.3292550892287422,False,False,-1.0,-0.818643009557526,False,False,-0.6139822571681445,-0.6139822571681445,False,False,-0.4911858057345156,-0.4911858057345156,False,False,-0.4093215047787633,-0.4093215047787633,False,False,2026-07-21,106.36,0.004983076344490467,-0.21323805942083485,False,10,2026-07-21,106.36,0.004983076344490467,-0.21323805942083485,False,10,,,,,,0,,,,,,0,,,,,,0,,,,,,0,2026-07-09,115.11,0.037529319781079096,-0.16088958387629226,False,10,,,,,,0
MCHP,CANSLIM,LOSS,2026-06-25,2026-06-26,95.71900000000001,87.93,-0.7957090909090909,88.42,29.97944923962184,86.54604962983274,1.53155999024856,-0.09583207482492785,D,5.989285714285716,0.06257154498360529,True,30,31,-0.038644365277531234,0.04651427271693387,-0.1406800864323895,2026-08-10,81.39,-0.14969859693477794,-0.07950689889165352,-0.038644365277531234,False,False,False,-0.07768908397049101,True,True,-1.0,-1.3004889683959455,True,True,-1.0,-1.2332021466905188,True,True,-1.0,-1.1720095408467504,True,True,-1.0,-1.015747167561121,,,-0.9382866229377863,-0.9382866229377863,True,True,,,,,,0,,,,,,0,2026-07-09,88.26,0.01348289145705861,-0.11624745071380016,False,10,,,,,,0,,,,,,0,2026-06-29,89.06,0.033236020660228904,-0.08376375477206388,False,10,,,,,,0,,,,,,0
HIMS,CANSLIM,LOSS,2026-06-24,2026-06-25,32.665,32.71,-0.5625,30.89,90.00000000000007,29.509444444444448,1.2426941709642119,-0.0966035682092623,A,2.539285714285715,0.07773720233539615,True,31,32,0.19546915658962183,0.19382451849587268,-0.14613268113726696,2026-08-10,31.77,-0.027399357110056588,0.028488183878277784,0.19546915658962183,True,True,True,-0.11081651396208259,False,False,0.02953586497890407,0.02953586497890407,False,False,0.019690576652602702,0.019690576652602702,False,False,0.014767932489452035,0.014767932489452035,False,False,0.011814345991561625,0.011814345991561625,False,False,0.009845288326301351,0.009845288326301351,False,False,2026-07-23,32.74,0.05589492974954169,-0.25962125839951145,False,10,,,,,,0,2026-07-15,37.17,0.014258810868980287,-0.33467850417002964,False,10,,,,,,0,,,,,,0,,,,,,0,2026-06-26,33.94,0.15055981143193864,-0.06894519740718907,True,10,2026-07-01,37.57,0.03939313281873824,-0.11684854937450095,False,10
W,CANSLIM,LOSS,2026-06-24,2026-07-08,94.16359999999999,86.74,-1.0350853242320819,88.1,50.016491853024654,88.30553220786072,0.9667918082040529,-0.06221159547998666,A,6.059285714285714,0.06434849256279193,True,23,32,0.25643029790704697,0.36396126354623015,-0.08957804934286373,2026-08-10,103.26,0.09660208403247128,0.17207718501702618,0.25643029790704697,True,True,True,-0.15418294785428144,True,True,-1.0,-1.2251609100554053,True,True,-1.0,-1.029120201186686,True,,-1.0,-0.947603442178473,True,,-1.0,-0.7580827537427783,,,-0.6317356281189818,-0.6317356281189818,True,True,2026-07-27,94.53,0.25156035121125564,-0.1031418597270708,False,10,2026-07-27,94.53,0.25156035121125564,-0.1031418597270708,False,10,2026-07-15,91.67,0.06861568670230156,-0.13854041671211959,False,10,2026-07-15,91.67,0.06861568670230156,-0.13854041671211959,False,10,2026-07-15,91.67,0.06861568670230156,-0.13854041671211959,False,10,,,,,,0,2026-07-09,90.29,0.0495071436482446,-0.1253737955476798,False,10,2026-07-27,94.53,0.25156035121125564,-0.1031418597270708,False,10
SEDG,CANSLIM,LOSS,2026-06-22,2026-06-24,59.8625,49.74,-1.0117142857142858,51.01,40.00000000000001,51.1125,1.4844886088221034,-0.146168302359574,B,5.894285714285714,0.0984637413119351,True,32,34,0.017999582376279077,0.22517088862082812,-0.11097708082026547,2026-08-10,32.21,-0.46193359782835663,-0.3685551852577925,0.017999582376279077,False,False,False,-0.16213942666229142,True,True,-1.0,-1.2728429471643232,True,True,-1.0,-1.1448941670706085,True,,-1.0,-0.8137118274357725,,,-0.650969461948618,-0.650969461948618,,,-0.5424745516238484,-0.5424745516238484,True,True,,,,,,0,,,,,,0,2026-06-29,55.36,0.10079479768786115,-0.13746387283236994,False,10,2026-07-06,56.91,0.020031628887717368,-0.1609558952732384,False,10,2026-07-14,55.52,0.04556916426512947,-0.31556195965417866,False,10,2026-06-25,51.88,0.17463377023901305,-0.07960678488820361,,10,2026-06-29,55.36,0.10079479768786115,-0.13746387283236994,False,10,,,,,,0
INTC,CANSLIM,BREAKEVEN,2026-06-18,2026-06-23,132.10304347826087,132.28,0.05415151515151515,132.88,23.000000000000213,117.75521739130448,1.3814013150222777,-0.10861086701092919,A+,10.386428571428572,0.07862368873536046,True,33,35,0.07756790647616962,0.07612639854853342,-0.32272452373752647,2026-08-10,97.52,-0.26178839311867885,-0.2661047561709814,0.07756790647616962,False,True,False,-0.1831119857968957,True,True,-1.0,-1.1315769802328062,True,True,-1.0,-1.393680437822489,True,True,-1.0,-1.0452603283668664,True,True,-1.0,-1.1161890067963744,True,True,-1.0,-1.1272095195095526,True,True,2026-06-25,132.87,0.07134793407089624,-0.21419432528034932,False,10,2026-06-30,139.63,-0.027859342548162913,-0.28955095609825965,False,10,2026-06-29,131.72,0.08070148800485866,-0.2272244154266626,False,10,,,,,,0,,,,,,0,2026-06-29,131.72,0.08070148800485866,-0.2272244154266626,False,10,2026-06-30,139.63,-0.027859342548162913,-0.28955095609825965,False,10,,,,,,0
SNOW,CANSLIM,LOSS,2026-06-18,2026-06-24,232.75071428571428,225.95,-0.25151351351351353,229.43,28.024091202409217,219.54778837002246,0.8437529685474302,-0.05672560858173999,C,15.647857142857147,0.06723011437743019,True,32,35,0.20081264136062194,0.236955078557203,-0.037486169506527944,2026-08-10,334.7,0.4380192173723574,0.4588327594473258,0.4629385823581944,True,True,True,-0.07292213312219387,False,False,2.657826265577213,2.657826265577213,False,False,1.7718841770514742,1.7718841770514742,False,False,1.3289131327886052,1.3289131327886052,False,False,1.0631305062308847,1.0631305062308847,False,False,0.8859420885257371,0.8859420885257371,False,True,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-25,227.06,0.2108253325112306,-0.020303003611380266,True,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10
TWLO,CANSLIM,BREAKEVEN,2026-06-18,2026-06-24,187.24866666666668,188.34,0.011424242424242424,187.5,15.000000000000751,165.2486666666678,1.535087719298168,-0.11749082325463232,F,14.331428571428578,0.07653687914873579,True,32,35,0.22414756847400774,0.21705426356589141,-0.046139959647446105,2026-08-10,250.06,0.3354434210479469,0.33365333333333336,0.3648695317812676,True,True,True,-0.06131698566357657,False,False,1.2553761297182344,1.2553761297182344,False,False,0.8369174198121557,0.8369174198121557,False,False,0.6276880648591172,0.6276880648591172,False,False,0.5021504518872936,0.5021504518872936,False,False,0.41845870990607786,0.41845870990607786,False,True,,,,,,0,,,,,,0,,,,,,0,2026-06-30,206.33,0.11093878737944074,-0.014249018562497051,,10,2026-06-30,206.33,0.11093878737944074,-0.014249018562497051,,10,2026-06-25,190.88,0.20085917854149216,-0.02918063704945517,True,10,2026-06-29,198.77,0.15319213160939782,-0.02163304321577708,True,10,2026-06-30,206.33,0.11093878737944074,-0.014249018562497051,,10
HIMS,CANSLIM,BREAKEVEN,2026-06-17,2026-06-23,33.08408602150538,32.96,-0.020384615384615383,33.01,92.99999999999538,29.44967741935466,1.5076065312625202,-0.10985368009828875,A,2.4107142857142856,0.07286628030610454,True,33,36,0.18032579091399548,0.18476941747572795,-0.08100728155339809,2026-08-10,31.77,-0.03971958060595038,-0.03756437443199023,0.18032579091399548,True,True,True,-0.2166227166824375,True,False,-1.0,-0.10125049780963692,False,False,-0.06750033187309128,-0.06750033187309128,False,False,-0.05062524890481846,-0.05062524890481846,False,False,-0.040500199123854747,-0.040500199123854747,False,False,-0.033750165936545624,-0.033750165936545624,False,False,2026-06-26,33.94,0.15055981143193864,-0.06894519740718907,True,10,2026-06-26,33.94,0.15055981143193864,-0.06894519740718907,True,10,2026-07-15,37.17,0.014258810868980287,-0.33467850417002964,False,10,,,,,,0,,,,,,0,2026-06-24,32.7,0.1941896024464831,-0.07370030581039766,True,10,2026-07-01,37.57,0.03939313281873824,-0.11684854937450095,False,10,2026-07-01,37.57,0.03939313281873824,-0.11684854937450095,False,10
LABU,CANSLIM,WIN,2026-06-17,2026-07-01,215.45666666666668,282.17,3.080833333333333,274.61,14.999661895638452,196.25623388332883,1.1883556983498227,-0.08911505538625483,A,16.157142857142855,0.07499022010834129,True,27,36,0.5455544038244349,0.18013963213665507,-0.19633554240351558,2026-08-10,280.02,0.29965809056732207,0.019700666399621092,0.5455544038244349,True,True,True,-0.28356491969438113,True,False,-1.0,3.1010020630710304,False,False,2.067334708714018,2.067334708714018,False,False,1.5505010315355139,1.5505010315355139,False,False,1.2404008252284113,1.2404008252284113,False,False,1.0336673543570096,1.0336673543570096,False,False,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,2026-07-02,303.45,0.09738012852199707,-0.20827154391168234,False,10,2026-07-02,303.45,0.09738012852199707,-0.20827154391168234,False,10
APH,CANSLIM,LOSS,2026-06-16,2026-07-02,167.24089285714285,164.59,-0.41851515151515156,164.77,55.89477487894808,161.3369420725716,0.8605446224257967,-0.03530207644618607,A+,6.860714285714287,0.041022947010781075,False,26,37,0.012730780770680461,0.029041861595479723,-0.15140652530530418,2026-08-10,167.7,0.002745184715375215,0.01778236329428884,0.05434739666584454,False,False,False,-0.14192743785963147,True,True,-1.0,-1.2448984903695985,True,True,-1.0,-1.0932673954537555,True,True,-1.0,-1.0276548672566386,,,-0.8221238938053099,-0.8221238938053099,,,-0.6851032448377586,-0.6851032448377586,,True,,,,,,0,,,,,,0,2026-07-21,157.81,0.09562131677333507,-0.11494835561751482,False,10,2026-07-09,162.24,0.0012943786982246852,-0.09985207100591731,False,10,2026-07-09,162.24,0.0012943786982246852,-0.09985207100591731,False,10,,,,,,0,,,,,,0,,,,,,0
BABA,OTC - Equities,LOSS,2026-06-16,2026-06-23,109.53909090909096,102.6,-1.0711705685618729,102.26,43.99999999999973,102.74363636363637,1.7742701163066819,-0.06203679881818896,A,3.8299999999999974,0.03496468674528807,True,33,37,0.11247956312814811,0.18771929824561417,-0.10341130604288495,2026-08-10,132.32,0.2079705875030078,0.2939565812634459,0.21025287776053325,True,True,True,-0.013206161353772061,True,True,-1.0,-1.1929741276999901,True,True,-1.0,-1.2078487222090473,True,True,-1.0,-1.2714217896985596,True,True,-1.0,-1.0171374317588484,True,True,-1.0,-1.259276841522278,True,True,2026-07-09,111.14,0.09645492172035275,0.0008097894547418605,True,10,2026-07-09,111.14,0.09645492172035275,0.0008097894547418605,True,10,2026-07-07,98.14,0.2416955369879763,0.076523334012635,True,10,2026-07-08,108.98,0.1181868232703247,-0.00119287942741797,True,10,2026-07-08,108.98,0.1181868232703247,-0.00119287942741797,True,10,,,,,,0,2026-07-08,108.98,0.1181868232703247,-0.00119287942741797,True,10,2026-07-08,108.98,0.1181868232703247,-0.00119287942741797,True,10
SNOW,CANSLIM,LOSS,2026-06-16,2026-06-18,245.41,232.29,-1.0404498269896194,222.28,13.000000000000002,223.17923076923077,1.1106261614772477,-0.09058624029489111,A,20.016428571428573,0.08156321491148924,True,35,37,0.13764720264047914,0.20190279392139132,-0.06375651125747983,2026-08-10,334.7,0.3638401043152275,0.5057585027892748,0.3874740230634448,False,True,True,-0.08481360638465085,True,,-1.0,1.2294900617350024,,,0.8196600411566686,0.8196600411566686,,,0.6147450308675012,0.6147450308675012,,,0.4917960246940011,0.4917960246940011,,,0.4098300205783341,0.4098300205783341,True,True,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-25,227.06,0.2108253325112306,-0.020303003611380266,True,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10,2026-06-26,248.96,0.1043139460154241,-0.011849293059126076,,10
NOC,OTC,LOSS,2026-06-15,2026-06-18,545.3225,521.5,-1.1114000000000002,531.43,19.999999999999943,532.8225,0.9496933847072264,-0.02292221575306362,B,13.162142857142848,0.02413643826752582,True,35,38,0.013400327329240902,0.05969319271332685,-0.05303930968360504,2026-08-10,577.89,0.059721540923031835,0.08742449617070935,0.06650651678593866,False,False,False,-0.03138149574661919,True,True,-1.0,-1.8099256525750276,True,True,-1.0,-1.2066171017166816,True,True,-1.0,-1.4432490367395692,True,True,-1.0,-1.1545992293916534,True,True,-1.0,-1.0715707024113181,True,True,2026-07-02,549.01,0.006593686818090694,-0.058013515236516655,False,10,2026-07-02,549.01,0.006593686818090694,-0.058013515236516655,False,10,2026-07-01,519.95,0.06285219732666603,-0.005365900567362414,True,10,2026-07-02,549.01,0.006593686818090694,-0.058013515236516655,False,10,2026-07-02,549.01,0.006593686818090694,-0.058013515236516655,False,10,2026-07-01,519.95,0.06285219732666603,-0.005365900567362414,True,10,,,,,,0,2026-07-02,549.01,0.006593686818090694,-0.058013515236516655,False,10
BSX,OTC,LOSS,2026-06-12,2026-06-17,46.93520408163264,44.95,-0.39116207951070336,45.63,98.00000000000111,43.59846938775513,1.7816279830009605,-0.07109236572347817,C,1.8728571428571428,0.03990303610057288,True,36,39,-0.012042220603741383,0.031590656284760765,-0.06117908787541715,2026-08-10,50.46,0.0750991923298514,0.10585141354372118,0.08276934114552215,False,False,False,-0.03011424782320371,True,True,-1.0,-1.0599869238313093,True,True,-1.0,-1.2299226326686248,True,True,-1.0,-1.136019396316876,True,,-1.0,-0.9194943881442706,,,-0.7662453234535588,-0.7662453234535588,True,True,,,,,,0,,,,,,0,2026-07-02,45.14,0.02724856003544529,-0.06513070447496672,False,10,2026-07-16,44.62,0.0569251456745854,-0.04751232631107116,False,10,2026-07-16,44.62,0.0569251456745854,-0.04751232631107116,False,10,2026-06-18,45.29,0.011923161845882158,-0.06712298520644733,False,10,,,,,,0,,,,,,0
HOOD,CANSLIM,WIN,2026-06-12,2026-06-24,97.66399999999999,97.19,0.20063333333333333,98.59,64.99999999999886,93.04861538461529,0.6810939666426239,-0.047257788083476984,A,6.776428571428573,0.06938512216813333,True,32,39,0.22921444954128445,0.2352093836814486,-0.045169256096306176,2026-08-10,94.52,-0.032192005242463906,-0.04128207728978606,0.22921444954128445,True,True,True,-0.2091672176324657,False,False,2.32954569410773,2.32954569410773,False,False,1.5530304627384846,1.5530304627384846,False,False,1.1647728470538639,1.1647728470538639,False,False,0.9318182776430912,0.9318182776430912,False,False,0.7765152313692427,0.7765152313692427,False,False,2026-06-26,98.69,0.21643530246225562,-0.006484952882764183,True,10,,,,,,0,2026-06-29,101.83,0.17892566041441627,-0.021310026514779534,True,10,,,,,,0,,,,,,0,2026-06-26,98.69,0.21643530246225562,-0.006484952882764183,True,10,2026-07-01,108.65,0.10492406810860544,-0.029176254026691217,,10,2026-07-01,108.65,0.10492406810860544,-0.029176254026691217,,10
ORCL,OTC,LOSS,2026-06-11,2026-06-23,183.29541666666663,165.16,-1.0985757575757575,168.19,24.00000000000006,169.54541666666665,0.8711195583310687,-0.07501551457233184,C,15.784285714285712,0.08611391381918923,True,33,40,-0.09572206979170672,0.0035722935335431583,-0.27325018164204407,2026-08-10,151.05,-0.1759204744617634,-0.10190855579998803,-0.09572206979170672,False,False,False,-0.06525797705564407,True,True,-1.0,-1.1489539023139324,True,True,-1.0,-1.088230709667037,True,True,-1.0,-1.1012667058859007,True,True,-1.0,-1.0338235737774146,True,True,-1.0,-1.0929734717068411,True,True,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0
ORCL,OTC,BREAKEVEN,2026-06-11,2026-06-11,179.81000000000003,184.1,-0.0804,177.8,11.999999999999885,154.80999999999977,1.583853742420144,-0.13903564874033833,C,15.784285714285712,0.0877831361675419,True,40,40,0.08625771647850478,0.060945138511678376,-0.2865290602933188,2026-08-10,151.05,-0.15994661031088375,-0.15044994375703036,0.08625771647850478,False,True,False,-0.047139043593634744,True,True,-1.0,-1.4115304552448202,True,True,-1.0,-1.1551573294717479,True,True,-1.0,-1.0152502488913036,True,True,-1.0,-1.0020092316046705,True,True,-1.0,-1.0193682686215961,True,True,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,2026-06-15,192.64,0.01391196013289031,-0.25,False,10,,,,,,0
UPS,OTC,BREAKEVEN,2026-06-11,2026-06-17,105.66971428571428,105.13,-0.002266666666666667,105.66,35.000000000015746,101.38400000000192,1.4051522248237236,-0.04055764051868694,Unscored,3.0500000000000003,0.02886352083581186,True,36,40,0.12066168438584923,0.12641491486730727,-0.02168743460477507,2026-08-10,104.72,-0.008987573138945049,-0.0088964603445012,0.12066168438584923,True,True,True,-0.034089372816647034,False,False,2.3673067915690917,2.3673067915690917,False,False,1.5782045277127252,1.5782045277127252,False,False,1.1836533957845459,1.1836533957845459,False,False,0.9469227166276357,0.9469227166276357,False,False,0.7891022638563626,0.7891022638563626,False,True,2026-06-22,107.24,0.047183886609474035,-0.04093621782916823,False,10,,,,,,0,2026-06-25,109.31,0.0375080047571128,-0.02991492086725822,False,10,2026-06-22,107.24,0.047183886609474035,-0.04093621782916823,False,10,2026-06-25,109.31,0.0375080047571128,-0.02991492086725822,False,10,2026-06-22,107.24,0.047183886609474035,-0.04093621782916823,False,10,2026-07-02,110.66,0.07012470630760892,-0.019428881257906983,True,10,2026-07-01,109.54,0.07102428336680644,-0.009402957823626101,True,10
APH,CANSLIM,LOSS,2026-06-10,2026-06-11,158.8,152.46,-0.31170000000000003,151.61,13.005563282336583,135.7329483477703,3.1241048963066227,-0.14525851166391499,F,7.383571428571433,0.04649604174163371,True,40,41,0.12418136020151138,0.1709300800209892,-0.0044601862783681945,2026-08-10,167.7,0.05604534005037776,0.10612756414484514,0.12418136020151138,True,True,True,-0.14134693234976636,True,False,-1.0,0.03521331140562903,True,False,-1.0,0.02347554093708602,False,False,0.017606655702814514,0.017606655702814514,False,False,0.014085324562251611,0.014085324562251611,False,False,0.01173777046854301,0.01173777046854301,False,False,2026-06-16,158.81,0.12411057238209189,-0.01637176500220383,True,10,2026-06-24,162.78,0.09669492566654392,-0.059159601916697335,True,10,,,,,,0,2026-07-09,162.24,0.0012943786982246852,-0.09985207100591731,False,10,2026-07-09,162.24,0.0012943786982246852,-0.09985207100591731,False,10,,,,,,0,2026-06-12,153.8,0.0972041612483745,0.006566970091027358,True,10,2026-06-30,176.32,-0.012363883847549939,-0.13140880217785833,False,10
ARM,CANSLIM,WIN,2026-06-10,2026-06-22,356.53866666666664,407.72,1.9263157894736842,393.14,14.999453571818874,337.5379744990892,0.47984142422224113,-0.05329209408117704,F,39.59785714285715,0.11106188709646403,False,34,41,0.09328955438213349,-0.04395173158049648,-0.40370842735210444,2026-08-10,267.85,-0.24874908378333893,-0.3186905428091773,0.09328955438213349,False,True,False,-0.19088569435866976,True,False,-1.0,-1.0419419040231854,False,False,-1.0,-0.5580885609891506,False,False,-0.4185664207418629,-0.4185664207418629,False,False,-0.3348531365934903,-0.3348531365934903,False,False,-0.2790442804945753,-0.2790442804945753,False,False,,,,,,0,,,,,,0,2026-07-21,289.73,-0.0025541020950540227,-0.24277775860283723,False,10,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0
CRDO,CANSLIM,WIN,2026-06-10,2026-06-24,253.87999999999997,268.99,0.5386666666666666,265.42,14.003466204506006,232.4567326732672,0.8348431291383921,-0.08438343834383474,F,25.661428571428566,0.10107699925724188,True,32,41,0.14396565306443998,0.07970556526264905,-0.309007769805569,2026-08-10,239.94,-0.0549078304710886,-0.09599879436365011,0.14396565306443998,False,True,True,-0.23749549843570628,False,False,-1.0,0.15236875800256297,False,False,0.10157917200170861,0.10157917200170861,False,False,0.07618437900128144,0.07618437900128144,False,False,0.060947503201025176,0.060947503201025176,False,False,0.05078958600085431,0.05078958600085431,False,False,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,,,,,,0,,,,,,0
EGO,OTC,WIN,2026-06-10,2026-06-18,29.08770833333334,33.05,1.3140666666666667,33.19,96.09750647503955,25.96587915165814,2.008529804386617,-0.10732468663052808,C,1.554285714285715,0.05343445060966066,True,35,41,0.18813072532068942,0.04568835098335877,-0.18033282904689862,2026-08-10,39.1,0.34421039814927523,0.1780656824344684,0.35968085030188823,True,True,True,-0.057284669620922934,False,False,0.7413641237745049,0.7413641237745049,False,False,0.4942427491830036,0.4942427491830036,False,False,0.37068206188725245,0.37068206188725245,False,False,0.29654564950980206,0.29654564950980206,False,False,0.2471213745915016,0.2471213745915016,False,True,,,,,,0,,,,,,0,2026-07-01,31.66,0.09159823120656996,-0.1257106759317751,False,10,2026-07-01,31.66,0.09159823120656996,-0.1257106759317751,False,10,2026-07-01,31.66,0.09159823120656996,-0.1257106759317751,False,10,2026-07-02,33.68,0.026128266033254244,-0.19566508313539188,False,10,,,,,,0,2026-07-02,33.68,0.026128266033254244,-0.19566508313539188,False,10
CRDO,CANSLIM,BREAKEVEN,2026-06-09,2026-06-09,236.86,234.32,-0.012066666666666667,235.05,1.9999999999999976,86.85999999999984,6.140709983039953,-0.6332854850966823,F,24.42714285714285,0.10312903342541099,True,42,42,0.3031748712319513,0.3173011266643906,-0.03811027654489585,2026-08-10,239.94,0.01300346196065183,0.020804084237396214,0.3031748712319513,True,True,True,-0.18140161156077728,False,False,1.178606936078132,1.178606936078132,False,False,0.7857379573854215,0.7857379573854215,False,False,0.589303468039066,0.589303468039066,False,False,0.4714427744312529,0.4714427744312529,False,False,0.39286897869271076,0.39286897869271076,False,False,2026-06-10,237.68,0.2986788959946147,0.005427465499831641,True,10,,,,,,0,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,2026-06-30,271.95,0.031439602868174266,-0.20051480051480053,False,10,,,,,,0,2026-06-11,264.76,0.16584831545550704,-0.1272095482701313,False,10,2026-06-11,264.76,0.16584831545550704,-0.1272095482701313,False,10
